tfidfScore,titleScore,positionScore,lenScore
0.283951621503,0.0,0.17,0.2553191489361702
0.325670200917,0.14285714285714285,0.17,0.19148936170212766
1.0,0.14285714285714285,0.17,0.02127659574468085
0.237138374763,0.14285714285714285,0.17,0.3617021276595745
0.210358402447,0.2857142857142857,0.17,0.40425531914893614
0.171510945207,0.2857142857142857,0.17,0.5957446808510638
0.296843311853,0.14285714285714285,0.17,0.19148936170212766
0.171481491577,0.2857142857142857,0.17,0.6595744680851063
0.229397588793,0.0,0.17,0.3617021276595745
0.260928955461,0.0,0.17,0.2978723404255319
0.313424561918,0.0,0.17,0.2127659574468085
0.446955090761,0.0,0.17,0.10638297872340426
0.40389418602,0.0,0.17,0.1276595744680851
0.227738382185,0.0,0.17,0.3617021276595745
0.371948791402,0.0,0.17,0.14893617021276595
0.134243114356,0.42857142857142855,0.17,1.0
0.346074853092,0.0,0.17,0.1702127659574468
0.347193755209,0.14285714285714285,0.17,0.1702127659574468
0.190266211072,0.14285714285714285,0.17,0.48936170212765956
0.562053988377,0.0,0.17,0.06382978723404255
0.322646432453,0.0,0.17,0.19148936170212766
0.222771890854,0.2857142857142857,0.17,0.40425531914893614
0.43406946063,0.14285714285714285,0.17,0.10638297872340426
0.218094835803,0.2857142857142857,0.17,0.425531914893617
0.290073010325,0.14285714285714285,0.17,0.2127659574468085
0.294370606542,0.0,0.17,0.23404255319148937
0.193445983686,0.42857142857142855,0.17,0.40425531914893614
0.344588197768,0.14285714285714285,0.23,0.1702127659574468
0.323082930512,0.0,0.23,0.19148936170212766
0.394383427997,0.0,0.23,0.1276595744680851
0.446203428507,0.0,0.23,0.10638297872340426
0.401641830802,0.0,0.23,0.1276595744680851
0.23579605855,0.0,0.23,0.3404255319148936
0.405432596803,0.0,0.23,0.1276595744680851
0.291921545159,0.0,0.23,0.23404255319148937
0.244058203883,0.0,0.23,0.3404255319148936
0.243163464467,0.0,0.23,0.3191489361702128
0.571843226751,0.0,0.23,0.06382978723404255
0.575042764346,0.0,0.23,0.06382978723404255
0.21746391058,0.14285714285714285,0.23,0.425531914893617
0.476926229894,0.0,0.23,0.0851063829787234
0.158548319014,0.0,0.23,0.6808510638297872
0.350706860423,0.0,0.23,0.1702127659574468
0.32347970042,0.0,0.23,0.19148936170212766
0.494340881705,0.0,0.23,0.0851063829787234
0.348164495081,0.0,0.23,0.1702127659574468
0.310324788094,0.0,0.23,0.2127659574468085
0.30263932546,0.0,0.23,0.19148936170212766
0.231072458128,0.14285714285714285,0.23,0.3829787234042553
0.313337630033,0.0,0.23,0.2127659574468085
0.671402454376,0.0,0.23,0.0425531914893617
1.0,0.0,0.23,0.02127659574468085
0.236899961717,0.0,0.23,0.3404255319148936
0.260300244604,0.0,0.23,0.2978723404255319
0.357849864023,0.0,0.14,0.14893617021276595
0.433763235807,0.0,0.14,0.10638297872340426
0.376301348209,0.0,0.14,0.14893617021276595
0.431186407804,0.0,0.14,0.10638297872340426
0.438603436947,0.0,0.14,0.10638297872340426
0.27244115105,0.14285714285714285,0.14,0.2765957446808511
0.493372023106,0.0,0.14,0.0851063829787234
0.438528901339,0.14285714285714285,0.14,0.10638297872340426
0.227250962208,0.0,0.14,0.3829787234042553
